DetectorID,Location
741.2.550,I-215 NB Lone Mtn On Ramp between I-215 NB Lone Mtn On Ramp and I-215 NB
410.2.235,US-95 SB between Craig Road and Rancho Drive
399.4.418,I-15 NB between Craig Road and Smiley Road
673.2.460,CC-215 EB between I-515 SB College Off Ramp and I-515 SB College On Ramp
210.3.59,I-515 SB between I-515 SB Eastern On-Ramp and I-515 SB Charleston Off-Ramp
664.2.449,CC-215 WB between Sahara Avenue and Charleston Boulevard
174.1.752,US-95 SB to I-15 NB Ramp between I-515 SB and I-15 NB
459.3.28,I 15 Exp NB between Highland and Spring Mountain Road
168.2.196,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
625.1.484,I-215 SB Sahara OffRamp between Tropicana Avenue and Russell Road
421.3.507,US-95 NB between Clark County 215 and Ann Road
156.2.57,I-15 SB between I-15 SB  Lake Mead WB On-Ramp and I-15 SB Lake Mead EB On-Ramp
102.1.40,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
360.1.171,I-515 SB between Viking Road and Boulder Highway
583.1.446,I-15 SB Speedway On Ramp between Speedway and I-15 SB
211.2.61,I-515 NB between I-515 NB Charleston On-Ramp and I-515 NB Eastern Off-Ramp
594.1.476,CC-215 WB between Flamingo Road and I-515 SB to Lake Mead Dr
705.2.729,I-11 SB between US-95 and Buchanan Blvd
690.2.523,US-95 SB between Elkhorn and Durango
644.1.481,I-215 NB TownCenter OnRamp between Sahara Avenue and I-515 SB to Lake Mead Dr
202.2.68,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
363.2.161,I-515 SB between Denning Street and Mountain Vista Street
401.2.437,I-15 NB between Ann Road and Clark County 215
129.1.760,I-15 NB to US-95 SB Ramp between I-15 NB and I-515 SB
600.2.502,CC-215 WB between Lake Mead Boulevard and Cheyenne Avenue
657.1.502,I-215 NB Cheyenne OffRamp between Sunset Road and Durango
489.2.255,CC-215 WB between Arroyo Grande Blvd and Valle Verde Dr
523.2.84,I-15 NB CD between Oquendo and Sunset Road
744.1.553,I-215 SB Ann Off Ramp between I-215 SB Ann Off Ramp and I-215 SB
529.1.81,I-15 SB CD between Sunset Road and Oquendo
497.1.545,AC SB to 215 EB between AC SB and CC-215 EB
574.1.394,I-515 NB College Off Ramp between I-515 NB and College Drive
398.3.411,I-15 NB between Alexander Road and Craig Road
417.3.230,US-95 NB between Cheyenne Avenue and Half Moon Bay
344.1.203,US-95 NB between US-95 SB Decatur On-Ramp and US-95 SB Jones Off-Ramp
1.555.738,I-215 EB Decatur Off-Ramp between  and 
529.2.13,I-15 SB CD between Oquendo and Russell Road
428.1.342,I-15 SB between 4.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
442.1.341,I-15 NB between 2.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
525.1.93,I-15 NB CD between Warm Springs Road and Robindale Road
210.2.59,I-515 SB between I-515 SB Eastern On-Ramp and I-515 SB Charleston Off-Ramp
494.1.544,AC SB to 215 WB between AC SB and CC-215 WB
363.3.292,I-515 SB between Denning Street and Mountain Vista Street
219.4.361,I-515 NB between I-515 NB Boulder Hwy Off-Ramp and I-515 NB Charleston Off-Ramp
489.1.256,CC-215 WB between Stephanie Street and Arroyo Grande Blvd
411.1.229,US-95 SB between Rancho Drive and Ann Road
550.1.378,I-515 SB Horizon Off Ramp between I-515 SB and Horizon
378.4.130,I-515 NB between Denning Street and Stephanie Street
432.2.351,I-15 SB between 8.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
391.1.415,I-15 SB between Smiley Road and Craig Road
676.1.25,I-215 NB Jones OnRamp between Lake Mead Boulevard and Cheyenne Avenue
728.2.742,I-11 SB Bridge US 93 Off Ramp between I-11 SB and Hoover Dam Bridge Int/93
641.1.470,I-215 NB Tropicana OffRamp between I-515 SB College Off Ramp and I-515 SB College On Ramp
428.2.343,I-15 SB between 4.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
141.2.55,I-15 NB Washington/D-St On-Ramp between Washington Avenue and I-15 NB
448.3.353,I-15 NB between 8.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
653.1.492,I-215 NB Summerlin OffRamp between Sunset Road and Durango
78.2.20,I-15 SB between I-15 SB Flamingo On-Ramp and I-15 SB Tropicana Off-Ramp
702.1.721,I-11 SB between Paradise Hills Dr and US-93
181.1.80,I-515 NB between US-95 NB to I-15 NB Ramp and US-95 NB MLK Blvd Off-Ramp
357.2.311,I-15 NB between Pyle Avenue and Erie Avenue
479.2.261,CC-215 EB between Warm Springs Road and Windmill Ln
357.3.310,I-15 NB between Pyle Avenue and Erie Avenue
407.3.233,US-95 SB between Lake Mead Boulevard and Half Moon Bay
364.1.300,I-515 SB between Stephanie Street and Denning Street
409.1.221,US-95 SB between Cheyenne Avenue and Craig Road
395.1.445,I-15 SB between Speedway Boulevard and Centennial Parkway
97.3.38,I-15 NB between I-15 NB Desert Inn On-Ramp and I-15 NB Sahara Off-Ramp
384.1.384,I-515 NB between Long Acres Drive and Appian Drive
553.1.403,I-515 SB Boulder Hwy On Ramp between Boulder Hwy and I-515 SB
693.1.538,I-15 NB between Centennial Parkway and Speedway Boulevard
450.2.359,I-15 NB between 10.71 Miles south of Sloan Road and 11.71 Miles south of Sloan Road
424.2.333,I-15 SB between 0.71 Miles south of Sloan Road and Sloan Road
563.1.133,I-515 SB Galleria Off Ramp between I-515 SB and Blue Diamond Road
712.3.729,I-11 NB between Buchanan Blvd and US-95
706.2.733,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
490.1.254,CC-215 WB between Valle Verde Dr and Grand Legacy Dr
707.2.738,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
702.2.723,I-11 SB between Paradise Hills Dr and US-93
413.2.208,US-95 NB between Torrey Pines Drive and Meadows Lane
191.1.73,I-515 NB between I-515 NB Casino Ctr On-Ramp and US-95 NB to I-15 SB Ramp
703.1.725,I-11 SB between US-93 and Silverline Rd
184.1.80,US-95 NB MLK Blvd Off-Ramp between I-515 NB and Martin Luther King Boulevard
596.1.485,CC-215 WB between Sahara Avenue and Charleston Boulevard
480.3.123,CC-215 EB between Spencer St and Eastern Avenue
668.1.727,CC-215 EB between Lake Mead Boulevard and Cheyenne Avenue
665.1.25,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
109.2.772,I-15 SB Boulder Off-Ramp between Sahara Avenue and I-15 SB
689.3.520,US-95 SB between Clark County 215 and Elkhorn
404.2.212,US-95 SB between Meadows Lane and Torrey Pines Drive
146.2.238,I-15 NB between I-15 NB Washington/D-St On-Ramp and I-15 NB  Lake Mead EB Off-Ramp
218.4.173,I-515 SB between I-515 SB Charleston On-Ramp and I-15 SB Boulder Off-Ramp
221.2.279,I-515 SB Boulder Hwy Off-Ramp between I-515 SB and Boulder Highway
363.1.297,I-515 SB between Denning Street and Mountain Vista Street
557.1.128,I-515 NB Sunset Off Ramp between I-515 NB and Blue Diamond Road
596.2.487,CC-215 WB between Sahara Avenue and Charleston Boulevard
656.1.503,I-215 NB Cheyenne OnRamp between Sunset Road and Durango
606.1.491,CC-215 EB between I-515 SB College On Ramp and Charleston Boulevard
395.4.440,I-15 SB between Speedway Boulevard and Centennial Parkway
643.1.474,I-215 NB Flamingo OffRamp between Charleston Boulevard and Sahara Avenue
383.1.377,I-515 NB between Waterwheel Falls Drive and Long Acres Drive
39.2.88,I-15 NB between I-215 EB to I-15 NB Ramp and I-215 WB to I-15 NB Ramp
376.1.134,I-515 NB between Dell Santos Drive and Mountain Vista Street
32.1.142,I-15 NB between Blue Diamond Road and I-15 SB to I-215 EB/WB Ramp
485.1.257,CC-215 EB between Stephanie Street and Drawback St
530.1.16,I-15 SB CD between Hacienda Avenue and Tropicana Avenue
168.2.532,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
391.2.410,I-15 SB between Smiley Road and Craig Road
414.1.209,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
348.3.150,I-15 SB between Wigwam Avenue and Robindale Road
711.1.736,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
121.1.765,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
127.1.759,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
69.2.16,I-15 SB between I-15 SB Tropicana On-Ramp and I-15 SB Russell Off-Ramp
385.1.390,I-515 NB between Appian Drive and College Drive
358.3.319,I-15 NB between Erie Avenue and Barbara Lane
594.2.478,CC-215 WB between Flamingo Road and I-515 SB to Lake Mead Dr
404.1.200,US-95 SB between Meadows Lane and Torrey Pines Drive
629.1.493,I-215 SB Far Hills OffRamp between Sunset Road and Durango
437.2.328,I-15 NB between Saint Rose Parkway and Roban Street
586.1.434,I-15 SB 215 CC Off Ramp between I-15 SB and 215 CC
114.2.44,I-15 NB Charleston Off-Ramp between I-15 NB and Charleston Boulevard
582.1.447,I-15 NB Speedway Off Ramp between I-15 NB and Speedway
599.2.497,CC-215 WB between I-515 SB College Off Ramp and Lake Mead Boulevard
92.2.27,I-15 SB between I-15 SB Spring Mtn On-Ramp and I-15 SB Flamingo WB Off-Ramp
515.1.152,I 15 Exp NB between Pebble and Serene Avenue
335.2.207,US-95 NB between US-95 NB Valley View On-Ramp and US-95 SB Decatur Off-Ramp
618.1.471,I-215 SB Tropicana OnRamp between Lake Mead Boulevard and I-515 SB College Off Ramp
372.3.408,I-515 SB between Bitterroot Street and College Drive
527.3.141,I-15 SB CD between Robindale Road and Warm Springs Road
737.2.744,US-93 SB at US 95 SB Off Ramp between US-93 SB and US-93 SB at US 95 SB Off Ramp
34.1.94,I-15 NB between I-15 SB to I-215 EB/WB Ramp and I-215 EB to I-15 NB Ramp
568.1.104,I-215 WB to I-515 SB ramp between CC-215 WB and I-515 SB
414.2.209,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
438.2.330,I-15 NB between Roban Street and Sloan Road
434.3.358,I-15 SB between 10.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
483.1.253,CC-215 EB between Green Valley Pkwy and Grand Legacy Dr
552.1.402,I-515 SB NV Stateline Off Ramp between I-515 SB and NVStateline
440.1.335,I-15 NB between 0.71 Miles south of Sloan Road and 1.71 Miles south of Sloan Road
343.1.199,US-95 SB between US-95 SB Jones Off-Ramp and US-95 SB Decatur Off-Ramp
102.2.771,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
602.2.504,CC-215 EB between Alexander Road and Cheyenne Avenue
485.2.258,CC-215 EB between Drawback St and Gibson Rd
354.3.145,I-15 NB between Robindale Road and Wigwam Avenue
4.2.4,CC-215 EB between I-215 EB Decatur On-Ramp and I-215 EB to I-15 SB Ramp
403.5.536,I-15 NB between Centennial Parkway and Speedway Boulevard
199.1.70,I-515 NB LV Blvd On-Ramp between Las Vegas Boulevard and I-515 NB
200.1.39,I-515 NB between I-515 NB LV Blvd On-Ramp and I-515 NB Casino Ctr On-Ramp
362.1.132,I-515 SB between Mountain Vista Street and Dell Santos Drive
364.3.126,I-515 SB between Stephanie Street and Denning Street
377.1.296,I-515 NB between Mountain Vista Street and Denning Street
403.1.447,I-15 NB between Centennial Parkway and Speedway Boulevard
406.1.219,US-95 SB between Rainbow Boulevard and Lake Mead Boulevard
412.1.518,US-95 SB between Ann Road and Clark County 215
416.3.216,US-95 NB between Half Moon Bay and Lake Mead Boulevard
480.1.121,CC-215 EB between Windmill Ln and Wigwam Ave
5.1.6,CC-215 EB between I-215 EB to I-15 SB Ramp and I-215 EB to I-15 NB Ramp
507.1.270,CC-215 EB between Rainbow Boulevard and Torrey Pines Drive
604.1.498,CC-215 EB between Lake Mead Boulevard and I-515 SB College Off Ramp
620.1.475,I-215 SB Flamingo OnRamp between I-515 SB College On Ramp and Charleston Boulevard
103.1.40,I-15 SB Sahara WB Off-Ramp between I-15 SB and Sahara Avenue
430.2.347,I-15 SB between 6.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
655.1.497,I-215 NB Lake Mead OffRamp between Sunset Road and Durango
706.3.734,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
202.3.67,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
203.1.65,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
551.1.380,I-515 SB Horizon On Ramp between Horizon and I-515 SB
383.3.374,I-515 NB between Waterwheel Falls Drive and Long Acres Drive
407.2.233,US-95 SB between Lake Mead Boulevard and Half Moon Bay
399.3.417,I-15 NB between Craig Road and Smiley Road
411.3.222,US-95 SB between Rancho Drive and Ann Road
718.2.727,I-11 SB US 95 Off Ramp between I-11 SB and US-95
348.2.151,I-15 SB between Wigwam Avenue and Robindale Road
445.3.346,I-15 NB between 5.71 Miles south of Sloan Road and 6.71 Miles south of Sloan Road
525.3.145,I-15 NB CD between Robindale Road and Blue Diamond Road
464.2.17,I 15 Exp SB between Hacienda Avenue and I-15 SB Russell Off-Ramp
446.3.349,I-15 NB between 6.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
405.3.206,US-95 SB between Torrey Pines Drive and Rainbow Boulevard
500.1.265,AC NB between Pilot SB and Sunset Road
180.3.51,US-95 NB to I-15 SB Ramp between I-515 NB and I-15 SB
385.2.389,I-515 NB between Appian Drive and College Drive
598.1.492,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
219.1.284,I-515 NB between I-515 NB Boulder Hwy Off-Ramp and I-515 NB Charleston Off-Ramp
442.3.339,I-15 NB between 2.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
423.3.331,I-15 SB between Sloan Road and Roban Street
399.2.414,I-15 NB between Craig Road and Smiley Road
204.1.64,I-515 SB between I-515 SB Eastern Off-Ramp and I-515 SB Eastern On-Ramp
609.1.479,CC-215 EB between I-515 SB to Lake Mead Dr and Flamingo Road
10.2.268,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp
77.2.24,I-15 SB between I-15 SB Flamingo EB Off-Ramp and I-15 SB Flamingo On-Ramp
136.2.762,I-15 SB between US-95 NB to I-15 SB Ramp and US-95 SB to I-15 SB Ramp
110.2.41,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp
134.1.80,I-15 SB to US-95 NB & SB Ramp between I-15 SB and US-95 NB
642.1.476,I-215 NB Flamingo OnRamp between I-515 SB College On Ramp and Charleston Boulevard
218.2.360,I-515 SB between I-515 SB Charleston On-Ramp and I-15 SB Boulder Off-Ramp
455.1.514,US-95 NB between I-15 NB and Flamingo Road
388.3.243,I-15 SB between Colton Avenue and Cartier Avenue
414.3.223,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
584.1.445,I-15 SB Speedway Off Ramp between I-15 SB and Speedway
390.3.249,I-15 SB between Craig Road and Alexander Road
748.1.777,I-15 SB Pinto On Ramp between I-15 SB Pinto On Ramp and I-15 SB
468.2.245,I-15 SB Cheyennne Ave Off Ramp between I-15 SB and Cheyenne Avenue
2.1.268,CC-215 EB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp
203.4.69,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
89.1.28,I-15 NB between I-15 NB Spring Mtn WB On-Ramp and I-15 NB Desert Inn On-Ramp
405.3.548,US-95 SB between Torrey Pines Drive and Rainbow Boulevard
365.1.107,I-515 SB between Sunset Road and Stephanie Street
171.1.761,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
453.2.510,US-95 NB between CC-215 EB and Decatur Road
110.1.756,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp
122.1.758,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp
734.1.746,US-93 NB at I-11 NB Ramp between US-93 NB at I-11 NB Ramp and I-11 NB
481.2.194,CC-215 EB between McLeod Dr and Pecos Road
351.3.317,I-15 SB between Erie Avenue and Pyle Avenue
38.1.91,I-15 NB to I-215 WB Ramp between I-15 NB and CC-215 WB
222.2.285,I-515 NB between Boulder Highway and Sahara Avenue
601.1.503,CC-215 WB between Cheyenne Avenue and Alexander Road
746.1.555,I-215 SB Lone Mtn Off Ramp between I-215 SB Lone Mtn Off Ramp and I-215 SB
611.1.471,CC-215 EB between Tropicana Avenue and Russell Road
30.2.8,I-215 EB to I-15 NB Ramp between CC-215 EB and I-15 NB
458.3.23,I 15 Exp NB between Harmon Ave and Flamingo Road
453.3.511,US-95 NB between CC-215 EB and Decatur Road
367.2.368,I-515 SB between American Pacific Drive and Warm Springs Road
113.2.45,I-15 NB between I-15 NB Charleston WB Off-Ramp and I-15 NB Charleston On-Ramp
369.2.385,I-515 SB between Long Acres Drive and Waterwheel Falls Drive
444.2.100,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
57.1.13,I-15 SB between I-15 SB Russell On-Ramp and I-15 SB to I-215 WB/EB Ramp
175.1.51,I-515 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-515 SB
711.3.734,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
142.2.54,I-15 SB between I-15 SB Washington Off-Ramp and I-15 SB Washington On-Ramp
359.1.325,I-15 NB between Barbara Lane and Saint Rose Parkway
520.2.155,I 15 Exp SB between Wigwam Avenue and Pebble
376.2.294,I-515 NB between Dell Santos Drive and Mountain Vista Street
589.1.410,I-15 SB Craig Off Ramp between I-15 SB and Craig Rd
487.2.259,CC-215 WB between La Laguna St and Gibson Rd
667.1.556,CC-215 EB between I-515 SB College Off Ramp and Lake Mead Boulevard
3.727.494,I-215 EB Decatur On-Ramp between  and 
433.3.355,I-15 SB between 9.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
581.1.444,I-15 NB Speedway On Ramp between Speedway and I-15 NB
219.2.282,I-515 NB between I-515 NB Boulder Hwy Off-Ramp and I-515 NB Charleston Off-Ramp
659.2.724,CC-215 WB between Sunset Road and Russell Road
23.2.8,I-215 WB/I-15 NB between CC-215 WB and I-15 NB
658.2.549,CC-215 WB between Durango and Sunset Road
628.1.491,I-215 SB Far Hills OnRamp between Sunset Road and Durango
738.1.745,US-93 NB at US 95 NB On Ramp between US-93 NB at US 95 NB On Ramp and US-93 NB
540.1.100,I-15 SB Jean Off Ramp between I-15 SB and Jean
666.3.459,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
646.1.485,I-215 NB Sahara OnRamp between Flamingo Road and Tropicana Avenue
61.2.18,I-15 NB Tropicana On-Ramp between I-15 NB and Tropicana Avenue
585.1.432,I-15 SB 215 CC On Ramp between 215 CC and I-15 SB
9.1.3,CC-215 WB between I-15 SB to I-215 WB/EB Ramp and I-215 WB Decatur Off-Ramp
64.1.19,I-15 SB between I-15 SB Tropicana Off-Ramp and I-15 SB Tropicana On-Ramp
377.2.296,I-515 NB between Mountain Vista Street and Denning Street
592.1.468,CC-215 WB between Russell Road and Tropicana Avenue
111.1.42,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp
159.2.57,I-15 SB  Cheyenne Off-Ramp between Lake Mead Boulevard and I-15 SB
711.5.732,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
470.2.244,I-15 SB Cheyenne Ave On-Ramp between Cheyenne Avenue and I-15 SB
171.2.764,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
575.5.446,I-15 SB between N LV Hwy and Craig Rd
666.1.455,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
88.1.28,I-15 NB Spring Mtn EB On-Ramp between Spring Mountain Road and I-15 NB
91.2.29,I-15 SB between I-15 SB Spring Mtn Off-Ramp and I-15 SB Spring Mtn On-Ramp
441.3.336,I-15 NB between 1.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
212.3.279,I-515 SB between I-515 SB Charleston Off-Ramp and I-515 SB Charleston On-Ramp
388.2.244,I-15 SB between Colton Avenue and Cartier Avenue
472.2.250,I-15 SB Craig EB On-Ramp between Craig Road and I-15 SB
714.2.725,I-11 NB between Silverline Rd and US-93
202.4.66,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
446.1.350,I-15 NB between 6.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
368.1.372,I-515 SB between Waterwheel Falls Drive and American Pacific Drive
615.1.465,I-215 SB Sunset OffRamp between Cheyenne Avenue and Alexander Road
580.1.436,I-15 NB 215 CC Off Ramp between I-15 NB and 215 CC
453.1.509,US-95 NB between CC-215 EB and Decatur Road
647.1.482,I-215 NB Sahara OffRamp between Tropicana Avenue and Russell Road
434.1.356,I-15 SB between 10.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
465.1.12,I 15 Exp SB between Russell Road and Oquendo
689.2.521,US-95 SB between Clark County 215 and Elkhorn
396.2.246,I-15 NB between Cartier Avenue and Colton Avenue
334.2.211,US-95 SB between US-95 SB Decatur On-Ramp and US-95 SB Valley View Off-Ramp
129.2.49,I-15 NB to US-95 SB Ramp between I-15 NB and I-515 SB
364.2.127,I-515 SB between Stephanie Street and Denning Street
465.2.82,I 15 Exp SB between Oquendo and Patrick Lane
444.1.100,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
352.1.318,I-15 SB between Barbara Lane and Erie Avenue
371.4.402,I-515 SB between College Drive and Appian Drive
201.1.39,I-515 NB Casino Ctr On-Ramp between Casino Center Boulevard and I-515 NB
210.1.62,I-515 SB between I-515 SB Eastern On-Ramp and I-515 SB Charleston Off-Ramp
393.1.432,I-15 SB between Clark County 215 and Ann Road
400.2.425,I-15 NB between Smiley Road and Ann Road
403.4.535,I-15 NB between Centennial Parkway and Speedway Boulevard
479.1.262,CC-215 EB between Warm Springs Road and Windmill Ln
491.2.236,CC-215 WB between Carnegie Dr and Pecos Road
578.1.419,I-15 NB Lamb Off Ramp between I-15 NB and Lamb
198.1.70,I-515 NB between I-515 NB LV Blvd Off-Ramp and I-515 NB LV Blvd On-Ramp
70.1.775,I-15 NB between I-15 NB Tropicana On-Ramp and I-15 NB Flamingo EB Off-Ramp
734.2.723,US-93 NB at I-11 NB Ramp between US-93 NB at I-11 NB Ramp and I-11 NB
169.3.210,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
677.1.449,I-215 NB Jones OffRamp between Cheyenne Avenue and Alexander Road
114.2.757,I-15 NB Charleston Off-Ramp between I-15 NB and Charleston Boulevard
171.4.763,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
63.2.18,I-15 NB Tropicana Ave On-Ramp between Tropicana Avenue and I-15 NB
121.3.768,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
462.2.27,I 15 Exp SB between Highland and Twain
529.3.14,I-15 SB CD between Russell Road and Hacienda Avenue
351.1.315,I-15 SB between Erie Avenue and Pyle Avenue
712.2.730,I-11 NB between Buchanan Blvd and US-95
597.1.488,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
179.2.75,I-515 NB between US-95 NB to I-15 SB Ramp and US-95 NB to I-15 NB Ramp
69.3.776,I-15 SB between I-15 SB Tropicana On-Ramp and I-15 SB Russell Off-Ramp
437.3.327,I-15 NB between Saint Rose Parkway and Roban Street
394.2.433,I-15 SB between Centennial Parkway and Clark County 215
457.3.52,I 15 Exp NB between Hacienda Avenue and Tropicana Avenue
397.2.248,I-15 NB between Colton Avenue and Alexander Road
465.3.83,I 15 Exp SB between Patrick Lane and CC-215 WB
59.2.18,I-15 NB between I-15 NB Tropicana Off-Ramp and I-15 NB Tropicana On-Ramp
41.1.95,I-15 SB between I-215 WB to I-15 SB Ramp and I-215 EB to I-15 SB Ramp
25.1.547,CC-215 WB between Gilespie Street and Las Vegas Boulevard
459.2.28,I 15 Exp NB between Twain and Highland
651.1.490,I-215 NB Far Hills OffRamp between Sunset Road and Durango
710.5.737,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
117.1.46,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp
630.1.494,I-215 SB Summerlin OnRamp between Sunset Road and Durango
513.1.106,I-515 SB to I-215 WB OnRamp between I-515 SB and CC-215 WB
575.4.533,I-15 SB between N LV Hwy and Craig Rd
159.2.57,I-15 SB  Lake Mead EB On-Ramp between Lake Mead Boulevard and I-15 SB
449.1.358,I-15 NB between 9.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
212.4.363,I-515 SB between I-515 SB Charleston Off-Ramp and I-515 SB Charleston On-Ramp
358.2.320,I-15 NB between Erie Avenue and Barbara Lane
664.1.461,CC-215 WB between Sahara Avenue and Charleston Boulevard
476.2.262,CC-215 WB between Windmill Ln and Warm Springs Road
358.1.325,I-15 NB between Erie Avenue and Barbara Lane
659.1.723,CC-215 WB between Sunset Road and Russell Road
116.2.45,I-15 NB Grand Central On-Ramp between Grand Central Parkway and I-15 NB
422.1.326,I-15 SB between Roban Street and Saint Rose Parkway
682.1.451,I-215 SB Jones OnRamp between I-515 SB College On Ramp and Charleston Boulevard
674.1.454,CC-215 EB between I-515 SB College On Ramp and Charleston Boulevard
402.1.438,I-15 NB between Clark County 215 and Centennial Parkway
605.1.494,CC-215 EB between I-515 SB College Off Ramp and I-515 SB College On Ramp
505.2.273,CC-215 EB between Cimmaron and Buffalo
49.3.15,I-15 NB between I-15 NB Russell Off-Ramp and I-15 NB Russell On-Ramp
413.1.208,US-95 NB between Torrey Pines Drive and Meadows Lane
449.3.356,I-15 NB between 9.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
386.1.399,I-515 NB between College Drive and Bitterroot Street
524.3.8,I-15 NB CD between Clark County 215 and Warm Springs Road
420.2.160,US-95 NB between Ann Road and Rancho Drive
438.3.329,I-15 NB between Roban Street and Sloan Road
408.1.227,US-95 SB between Half Moon Bay and Cheyenne Avenue
499.2.542,AC SB between Sunset Road and Pilot SB
372.2.405,I-515 SB between Bitterroot Street and College Drive
378.2.299,I-515 NB between Denning Street and Stephanie Street
97.2.33,I-15 NB between I-15 NB Desert Inn On-Ramp and I-15 NB Sahara Off-Ramp
215.1.278,I-515 NB between I-515 NB Charleston Off-Ramp and I-515 NB Charleston On-Ramp
125.2.49,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
429.3.100,I-15 SB between 5.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
430.1.346,I-15 SB between 6.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
56.1.14,I-15 SB between I-15 SB Russell Off-Ramp and I-15 SB Russell On-Ramp
433.1.353,I-15 SB between 9.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
367.3.371,I-515 SB between American Pacific Drive and Warm Springs Road
392.3.416,I-15 SB between Ann Road and Smiley Road
488.1.258,CC-215 WB between Gibson Rd and Drawback St
139.2.53,I-15 NB Wash./D-Street Off-Ramp between I-15 NB and D Street
352.3.322,I-15 SB between Barbara Lane and Erie Avenue
55.1.13,I-15 SB Russell On-Ramp between Russell Road and I-15 SB
659.1.550,CC-215 WB between Sunset Road and Russell Road
124.2.49,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp
425.1.335,I-15 SB between 1.71 Miles south of Sloan Road and 0.71 Miles south of Sloan Road
372.1.404,I-515 SB between Bitterroot Street and College Drive
607.2.484,CC-215 EB between Charleston Boulevard and Sahara Avenue
17.2.141,I-15 SB between I-215 EB to I-15 SB Ramp and Blue Diamond Road
391.3.252,I-15 SB between Smiley Road and Craig Road
