DetectorID,Location,Latitude,Longitude,Set
388_2_244,I-15 SB,36.21532011,-115.1260695,Bugatti
388_3_243,I-15 SB,36.21166068,-115.1286707,Bugatti
389_1_248 ,I-15 SB,36.22998914,-115.1150318,Bugatti
389_2_247,I-15 SB,36.22405963,-115.1195122,Bugatti
390_1_252,I-15 SB,36.24148615,-115.1006826,Bugatti
390_2_250,I-15 SB,36.23810665,-115.1048641,Bugatti
390_3_249,I-15 SB,36.23441602,-115.1091409,Bugatti
397_2_248,I-15 SB,36.22998914,-115.1150318,Bugatti
40_1_9,I-15 SB,36.06629697,-115.1810298,Bugatti
41_1_95,I-15 SB,36.06174831,-115.1810966,Bugatti
41_2_140,I-15 SB,36.05735152,-115.1810731,Bugatti
422_1_326,I-15 SB,35.95399,-115.1824,Bugatti
422_2_328,I-15 SB,35.94801354,-115.1830455,Bugatti
423_1_329,I-15 SB,35.93053587,-115.1934074,Bugatti
423_2_330,I-15 SB,35.9256,-115.19695,Bugatti
423_3_331,I-15 SB,35.91626991,-115.2033819,Bugatti
424_1_332,I-15 SB,35.90735,-115.20973,Bugatti
424_2_333,I-15 SB,35.89857311,-115.2158996,Bugatti
424_3_334,I-15 SB,35.890648,-115.22152,Bugatti
425_1_335,I-15 SB,35.88333054,-115.2290002,Bugatti
426_1_336,I-15 SB,35.876347,-115.237274,Bugatti
426_2_337,I-15 SB,35.86853262,-115.2459812,Bugatti
426_3_338,I-15 SB,35.85904,-115.257,Bugatti
427_1_339,I-15 SB,35.85041606,-115.2668309,Bugatti
427_2_340,I-15 SB,35.841587,-115.2771,Bugatti
427_3_341,I-15 SB,35.83276695,-115.2870806,Bugatti
428_1_342,I-15 SB,35.824,-115.29697,Bugatti
428_2_343,I-15 SB,35.81312324,-115.3048398,Bugatti
428_3_344,I-15 SB,35.802162,-115.312905,Bugatti
429_1_345,I-15 SB,35.7931481,-115.3194946,Bugatti
429_3_100,I-15 SB,35.783911,-115.326174,Bugatti
430_1_346,I-15 SB,35.76974868,-115.336719,Bugatti
430_2_347,I-15 SB,35.758682,-115.34485,Bugatti
430_3_348,I-15 SB,35.74761947,-115.3529352,Bugatti
431_1_349,I-15 SB,35.735214,-115.35853,Bugatti
431_2_78,I-15 SB,35.72725363,-115.3611265,Bugatti
431_3_350,I-15 SB,35.71513,-115.365395,Bugatti
432_1_77,I-15 SB,35.7048966,-115.3690353,Bugatti
432_2_351,I-15 SB,35.69597,-115.3722,Bugatti
432_3_352,I-15 SB,35.68478663,-115.3760652,Bugatti
433_1_353,I-15 SB,35.673664,-115.37835,Bugatti
433_2_354,I-15 SB,35.66598248,-115.3795033,Bugatti
433_3_355,I-15 SB,35.658607,-115.380806,Bugatti
434_1_356,I-15 SB,35.64967226,-115.3823381,Bugatti
434_2_357,I-15 SB,35.64043889,-115.38389,Bugatti
434_3_358,I-15 SB,35.63120395,-115.3854155,Bugatti
435_1_359,I-15 SB,35.62118,-115.38717,Bugatti
435_1_99,I-15 SB,35.61546111,-115.3880944,Bugatti
436_1_99,I-15 SB,35.60900162,-115.390755,Bugatti
56_1_14,I-15 SB,36.08844954,-115.1810319,Bugatti
57_1_13,I-15 SB,36.08339481,-115.1809936,Bugatti
57_2_11,I-15 SB,36.07720938,-115.1809255,Bugatti
57_3_10,I-15 SB,36.07245628,-115.1810302,Bugatti
575_1_537,I-15 SB,36.309898,-114.954903,Bugatti
64_1_19,I-15 SB,36.10332335,-115.1809782,Bugatti
69_1_52,I-15 SB,36.09934623,-115.1809991,Bugatti
69_2_16,I-15 SB,36.09437038,-115.1811585,Bugatti
76_2_26,I-15 SB,36.11706605,-115.1809622,Bugatti
77_2_24,I-15 SB,36.112188,-115.1809348,Bugatti
78_2_20,I-15 SB,36.10672438,-115.180814,Bugatti
91_1_31,I-15 SB,36.12932089,-115.1809201,Bugatti
91_2_29,I-15 SB,36.12447436,-115.1809419,Bugatti
92_2_27,I-15 SB,36.12071376,-115.1809951,Bugatti
98_2_34,I-15 SB,36.13865729,-115.1764126,Bugatti
98_3_32,I-15 SB,36.13409272,-115.1795734,Bugatti
527_2_146,I-15 SB Access Road,36.0441426,-115.1811998,Bugatti
527_3_141,I-15 SB Access Road,36.05241,-115.1812633,Bugatti
528_1_96,I-15 SB Access Road,36.05735042,-115.1810811,Bugatti
528_2_87,I-15 SB Access Road,36.06629554,-115.1810463,Bugatti
528_3_76,I-15 SB Access Road,36.07245757,-115.1810452,Bugatti
529_1_81,I-15 SB Access Road,36.07753889,-115.1810086,Bugatti
529_1_81,I-15 SB Access Road,36.07753889,-115.1810086,Bugatti
529_1_81,I-15 SB Access Road,36.07753889,-115.1810086,Bugatti
529_2_13,I-15 SB Access Road,36.08339511,-115.1810106,Bugatti
529_3_14,I-15 SB Access Road,36.08844836,-115.1810443,Bugatti
530_1_16,I-15 SB Access Road,36.09436682,-115.181181,Bugatti
11_1_2,Ramp Detectors,36.06847607,-115.2049107,Bugatti
114_2_44,Ramp Detectors,36.15705247,-115.1599368,Bugatti
115_1_45,Ramp Detectors,36.15918058,-115.159975,Bugatti
116_2_45,Ramp Detectors,36.16054315,-115.1600279,Bugatti
118_1_46,Ramp Detectors,36.16157074,-115.1606614,Bugatti
127_1_201,Ramp Detectors,36.17545821,-115.1611706,Bugatti
129_2_49,Ramp Detectors,36.17177034,-115.1566333,Bugatti
134_1_80,Ramp Detectors,36.17562637,-115.1543162,Bugatti
135_1_80,Ramp Detectors,36.1754821,-115.1541437,Bugatti
139_2_53,Ramp Detectors,36.17831202,-115.1487747,Bugatti
143_2_55,Ramp Detectors,36.18261349,-115.1443575,Bugatti
150_2_58,Ramp Detectors,36.19484546,-115.138835,Bugatti
159_2_57,Ramp Detectors,36.19475163,-115.139803,Bugatti
169_2_197,Ramp Detectors,36.17496762,-115.1778263,Bugatti
169_3_197,Ramp Detectors,36.17528667,-115.1725632,Bugatti
171_1_196,Ramp Detectors,36.17508266,-115.1612301,Bugatti
171_2_47,Ramp Detectors,36.17181414,-115.1574935,Bugatti
175_1_51,Ramp Detectors,36.17433544,-115.1562421,Bugatti
180_2_75,Ramp Detectors,36.17479837,-115.1502877,Bugatti
180_3_51,Ramp Detectors,36.17379305,-115.1559738,Bugatti
182_1_75,Ramp Detectors,36.17491785,-115.1533501,Bugatti
184_1_80,Ramp Detectors,36.17498822,-115.1555254,Bugatti
193_1_71,Ramp Detectors,36.17508298,-115.1432875,Bugatti
195_1_71,Ramp Detectors,36.17407626,-115.1405537,Bugatti
197_2_69,Ramp Detectors,36.17346111,-115.1361111,Bugatti
205_1_66,Ramp Detectors,36.167725,-115.1183167,Bugatti
208_1_63,Ramp Detectors,36.16813999,-115.1132584,Bugatti
29_2_5,Ramp Detectors,36.06616549,-115.1884092,Bugatti
3_2_1,Ramp Detectors,36.06806781,-115.2048714,Bugatti
31_1_7,Ramp Detectors,36.06447552,-115.1824441,Bugatti
347_1_69,Ramp Detectors,36.17216187,-115.1352084,Bugatti
467_2_246,Ramp Detectors,36.21587833,-115.1249782,Bugatti
468_2_245,Ramp Detectors,36.21940944,-115.123127,Bugatti
469_2_251,Ramp Detectors,36.23797645,-115.1041444,Bugatti
474_1_211,Ramp Detectors,36.17302069,-115.2044067,Bugatti
535_1_157,Ramp Detectors,36.01864392,-115.1808695,Bugatti
79_2_26,Ramp Detectors,36.11694552,-115.1812451,Bugatti
80_2_24,Ramp Detectors,36.11354122,-115.181079,Bugatti
93_1_31,Ramp Detectors,36.12931825,-115.1809191,Bugatti
163_1_72,US-95 NB,36.17576464,-115.1719412,Bugatti
167_1_201,US-95 NB,36.17545842,-115.1611708,Bugatti
167_2_201,US-95 NB,36.17620747,-115.1671917,Bugatti
179_2_75,US-95 NB,36.17479883,-115.1502875,Bugatti
181_1_80,US-95 NB,36.17460284,-115.1554918,Bugatti
191_1_73,US-95 NB,36.1757125,-115.1464613,Bugatti
198_1_70,US-95 NB,36.17435913,-115.1404449,Bugatti
200_1_39,US-95 NB,36.17559664,-115.1441011,Bugatti
203_1_65,US-95 NB,36.16798658,-115.1185507,Bugatti
203_2_67,US-95 NB,36.16828059,-115.1245877,Bugatti
203_3_68,US-95 NB,36.17046864,-115.1301034,Bugatti
203_4_69,US-95 NB,36.17273578,-115.1350829,Bugatti
207_1_63,US-95 NB,36.16791775,-115.1073968,Bugatti
207_2_63,US-95 NB,36.16809041,-115.1153175,Bugatti
211_1_275,US-95 NB,36.16141081,-115.0917283,Bugatti
211_2_61,US-95 NB,36.16571229,-115.0954099,Bugatti
211_3_61,US-95 NB,36.16766381,-115.10191,Bugatti
215_1_278,US-95 NB,36.13762069,-115.0903539,Bugatti
215_2_278,US-95 NB,36.14436382,-115.0909984,Bugatti
215_3_277,US-95 NB,36.15073611,-115.0911472,Bugatti
215_4_275,US-95 NB,36.15657599,-115.0913187,Bugatti
219_1_284,US-95 NB,36.11550091,-115.082509,Bugatti
219_2_282,US-95 NB,36.12316064,-115.0837677,Bugatti
219_3_281,US-95 NB,36.12608988,-115.08609,Bugatti
219_4_280,US-95 NB,36.13144111,-115.0892033,Bugatti
222_1_287,US-95 NB,36.10356502,-115.0820275,Bugatti
222_2_285,US-95 NB,36.11021555,-115.0821225,Bugatti
326_1_72,US-95 NB,36.17552114,-115.1781693,Bugatti
326_2_195,US-95 NB,36.17566469,-115.1838261,Bugatti
328_1_195,US-95 NB,36.17655741,-115.188283,Bugatti
328_2_202,US-95 NB,36.17625844,-115.1941347,Bugatti
335_2_207,US-95 NB,36.17429255,-115.1997582,Bugatti
339_2_203,US-95 NB,36.17384752,-115.2067607,Bugatti
344_1_203,US-95 NB,36.17414033,-115.211196,Bugatti
374_1_289,US-95 NB,36.0902547,-115.0698127,Bugatti
374_2_289,US-95 NB,36.09324054,-115.0746862,Bugatti
374_3_288,US-95 NB,36.09654323,-115.0789837,Bugatti
375_1_291,US-95 NB,36.08520781,-115.0530123,Bugatti
375_2_290,US-95 NB,36.08751055,-115.0583097,Bugatti
375_3_290,US-95 NB,36.08833661,-115.064354,Bugatti
376_1_294,US-95 NB,36.07552253,-115.0387855,Bugatti
376_2_294,US-95 NB,36.07920855,-115.0420742,Bugatti
376_3_292,US-95 NB,36.08297691,-115.0487606,Bugatti
377_1_296,US-95 NB,36.06573607,-115.0327951,Bugatti
377_2_296,US-95 NB,36.07195916,-115.0364853,Bugatti
378_1_302,US-95 NB,36.04873032,-115.0233161,Bugatti
378_2_301,US-95 NB,36.05443978,-115.0261787,Bugatti
378_3_299,US-95 NB,36.0602408,-115.0293364,Bugatti
378_4_298,US-95 NB,36.06315822,-115.0312496,Bugatti
379_2_303,US-95 NB,36.04202719,-115.0211345,Bugatti
380_1_306,US-95 NB,36.03501016,-115.0156203,Bugatti
381_3_307,US-95 NB,36.0298539,-115.0099723,Bugatti
383_1_377,US-95 NB,36.009102,-114.9879,Bugatti
383_2_375,US-95 NB,36.0144,-114.991302,Bugatti
383_3_374,US-95 NB,36.018101,-114.996101,Bugatti
413_1_208,US-95 NB,36.17436489,-115.2160855,Bugatti
413_2_208,US-95 NB,36.1743548,-115.2213229,Bugatti
413_3_204,US-95 NB,36.17441208,-115.2267714,Bugatti
414_1_209,US-95 NB,36.17407927,-115.2319294,Bugatti
414_2_209,US-95 NB,36.17394119,-115.2372024,Bugatti
414_3_223,US-95 NB,36.17547025,-115.2418598,Bugatti
415_1_223,US-95 NB,36.17918246,-115.2440837,Bugatti
415_2_214,US-95 NB,36.1830524,-115.24407,Bugatti
415_3_215,US-95 NB,36.18813493,-115.2441446,Bugatti
416_1_215,US-95 NB,36.19279593,-115.2442131,Bugatti
416_2_224,US-95 NB,36.20269774,-115.2441705,Bugatti
416_3_216,US-95 NB,36.20707712,-115.2445104,Bugatti
417_1_216,US-95 NB,36.21185864,-115.2456725,Bugatti
417_2_230,US-95 NB,36.21661009,-115.2464943,Bugatti
417_3_230,US-95 NB,36.22141598,-115.2465337,Bugatti
418_1_225,US-95 NB,36.22600702,-115.2466515,Bugatti
418_2_225,US-95 NB,36.22962373,-115.2465929,Bugatti
418_3_234,US-95 NB,36.23359417,-115.2466395,Bugatti
419_1_234,US-95 NB,36.23862114,-115.2465363,Bugatti
419_2_217,US-95 NB,36.24343728,-115.2464876,Bugatti
419_3_217,US-95 NB,36.24836745,-115.2464216,Bugatti
420_1_231,US-95 NB,36.25311968,-115.2463504,Bugatti
420_2_231,US-95 NB,36.25769666,-115.2481719,Bugatti
420_3_160,US-95 NB,36.2619256,-115.2521637,Bugatti
711_5_732,US-95 NB,35.9333,-114.8398,Bugatti
162_1_197,US-95 SB,36.17496783,-115.1778263,Bugatti
162_2_210,US-95 SB,36.17528679,-115.1725632,Bugatti
166_1_210,US-95 SB,36.17577796,-115.1671777,Bugatti
168_2_196,US-95 SB,36.17508266,-115.1612307,Bugatti
172_1_51,US-95 SB,36.17433553,-115.1562422,Bugatti
190_1_74,US-95 SB,36.17477323,-115.14879,Bugatti
192_2_74,US-95 SB,36.17530124,-115.1466328,Bugatti
194_1_71,US-95 SB,36.17508708,-115.1432875,Bugatti
194_2_71,US-95 SB,36.1740767,-115.1405542,Bugatti
202_1_69,US-95 SB,36.17245139,-115.135266,Bugatti
202_2_68,US-95 SB,36.16996927,-115.1302561,Bugatti
202_3_67,US-95 SB,36.16785232,-115.1246666,Bugatti
202_4_66,US-95 SB,36.1677317,-115.1183153,Bugatti
204_1_64,US-95 SB,36.16778529,-115.1135379,Bugatti
204_2_62,US-95 SB,36.16751389,-115.1081917,Bugatti
210_1_62,US-95 SB,36.16730581,-115.1019849,Bugatti
210_2_59,US-95 SB,36.16542961,-115.0956729,Bugatti
210_3_59,US-95 SB,36.16158864,-115.0923189,Bugatti
212_1_276,US-95 SB,36.15528784,-115.0917442,Bugatti
212_2_277,US-95 SB,36.15004541,-115.0916905,Bugatti
212_3_279,US-95 SB,36.14554586,-115.0915184,Bugatti
212_4_279,US-95 SB,36.1401365,-115.0913197,Bugatti
218_1_280,US-95 SB,36.13422107,-115.0903047,Bugatti
218_2_281,US-95 SB,36.1298799,-115.0892472,Bugatti
218_3_282,US-95 SB,36.1238979,-115.0848448,Bugatti
218_4_282,US-95 SB,36.11631413,-115.0831077,Bugatti
220_1_283,US-95 SB,36.11064977,-115.0826988,Bugatti
220_2_287,US-95 SB,36.10268889,-115.0824833,Bugatti
327_1_205,US-95 SB,36.1759785,-115.1890694,Bugatti
327_2_205,US-95 SB,36.17495096,-115.1832827,Bugatti
329_2_198,US-95 SB,36.1756915,-115.1938159,Bugatti
334_2_211,US-95 SB,36.17380209,-115.1994988,Bugatti
337_2_211,US-95 SB,36.1730219,-115.2044075,Bugatti
343_1_199,US-95 SB,36.17349137,-115.2103855,Bugatti
360_1_288,US-95 SB,36.09820771,-115.0810296,Bugatti
360_2_289,US-95 SB,36.09367571,-115.07612,Bugatti
360_3_289,US-95 SB,36.09073779,-115.0713363,Bugatti
361_1_290,US-95 SB,36.08821071,-115.0658986,Bugatti
361_2_290,US-95 SB,36.08743905,-115.0597319,Bugatti
361_3_292,US-95 SB,36.08539392,-115.0542941,Bugatti
362_1_292,US-95 SB,36.08329744,-115.0501812,Bugatti
362_2_293,US-95 SB,36.0813279,-115.0464197,Bugatti
362_3_295,US-95 SB,36.07495996,-115.0389206,Bugatti
363_1_297,US-95 SB,36.06753455,-115.0344568,Bugatti
363_2_297,US-95 SB,36.06409648,-115.0322979,Bugatti
364_1_300,US-95 SB,36.06099411,-115.0304527,Bugatti
364_2_301,US-95 SB,36.05543511,-115.0271618,Bugatti
364_3_302,US-95 SB,36.05021244,-115.0246681,Bugatti
365_2_304,US-95 SB,36.04048037,-115.0211152,Bugatti
365_3_305,US-95 SB,36.03478964,-115.0160411,Bugatti
366_1_307,US-95 SB,36.0313151,-115.0122902,Bugatti
370_1_386,US-95 SB,36.009102,-114.9879,Bugatti
404_1_200,US-95 SB,36.17379284,-115.2257786,Bugatti
404_2_212,US-95 SB,36.17375292,-115.2208585,Bugatti
404_3_212,US-95 SB,36.17365451,-115.216063,Bugatti
405_1_213,US-95 SB,36.17472656,-115.2422778,Bugatti
405_2_206,US-95 SB,36.17324638,-115.2376942,Bugatti
405_3_206,US-95 SB,36.17347422,-115.2318627,Bugatti
406_1_219,US-95 SB,36.19397256,-115.2448763,Bugatti
406_2_232,US-95 SB,36.18897123,-115.2448348,Bugatti
406_3_232,US-95 SB,36.18321296,-115.2447435,Bugatti
406_4_218,US-95 SB,36.17806127,-115.244479,Bugatti
407_1_226,US-95 SB,36.2070305,-115.2451336,Bugatti
407_2_226,US-95 SB,36.20268771,-115.2448202,Bugatti
407_3_233,US-95 SB,36.19742076,-115.2447516,Bugatti
408_1_227,US-95 SB,36.22116932,-115.2471412,Bugatti
408_2_220,US-95 SB,36.21505547,-115.2468885,Bugatti
408_3_226,US-95 SB,36.21176979,-115.2463185,Bugatti
409_1_221,US-95 SB,36.23360895,-115.2471936,Bugatti
409_2_221,US-95 SB,36.22978427,-115.2471912,Bugatti
409_3_221,US-95 SB,36.22600934,-115.2470978,Bugatti
410_1_235,US-95 SB,36.24838416,-115.2469843,Bugatti
410_2_235,US-95 SB,36.24458907,-115.247144,Bugatti
410_3_228,US-95 SB,36.23864695,-115.2471132,Bugatti
411_1_229,US-95 SB,36.26154574,-115.2527254,Bugatti
411_2_222,US-95 SB,36.25739602,-115.2489585,Bugatti
411_3_222,US-95 SB,36.25304904,-115.2470121,Bugatti
706_1_732,US-95 SB,35.9333,-114.8398,Bugatti
